"id","code","latitude","longitude"
"178","RM3 0AA","51.609478","0.224146"
"179","CR8 2BA","51.345389","-0.104927"
"180","CR5 3EG","51.290508","-0.154602"
"181","SM3 9BY","51.376117","-0.221986"
"182","SW13 9EW","51.484207","-0.23501"
"183","HA5 5PB","51.591602","-0.381626"
"184","NW10 1DE","51.553611","-0.24411"
"185","BR2 6DQ","51.343297","0.03164"
"186","DA1 1YT","51.437686","0.237081"
"187","DA1 3EN","51.447288","0.198261"
"188","DA1 2PZ","51.439611","0.198093"
"189","UB3 4NE","51.500675","-0.421358"
"190","UB3 1LL","51.494475","-0.431728"
"191","KT8 9BW","51.405588","-0.34363"
"192","KT11 3AS","51.324378","-0.398011"
"193","KT12 4JZ","51.368129","-0.39624"
"194","SW19 1EQ","51.4163","-0.192225"
"195","WD25 7LW","51.69199","-0.398014"
"196","WD19 6EG","51.626843","-0.386267"
"197","BR5 3AQ","51.401848","0.113625"
"198","BR6 7SQ","51.344374","0.112588"
"199","HA2 8PT","51.560235","-0.365861"
"200","HA8 8AF","51.621802","-0.291766"
"201","TW4 5BD","51.464262","-0.381542"
"202","TW14 8RD","51.456471","-0.417349"
"203","HA6 2HU","51.631697","-0.415817"
"204","HA7 1QL","51.593494","-0.287443"
"205","HA3 8SF","51.600599","-0.317383"
"206","TW6 3PF","51.46126","-0.481839"
"207","UB2 4AH","51.504725","-0.379418"
"208","TW13 6QA","51.436374","-0.391808"
"209","CR2 6EE","51.359172","-0.09755"
"210","CR2 8JT","51.35066","-0.039984"
"211","SE8 3BU","51.48123","-0.021487"
"212","E14 0JG","51.511665","0.001089"
"213","HA9 7PU","51.562623","-0.301617"
"214","UB1 3DD","51.509312","-0.351097"
"215","UB8 2HT","51.520736","-0.480539"
"216","SW15 2UE","51.45406","-0.211618"
"217","W2 1EB","51.521693","-0.171968"
"218","HA5 2PA","51.599043","-0.409546"
"219","SM3 8QF","51.360811","-0.217752"
"220","CR4 6JH","51.404608","-0.157991"
"221","HA5 2ET","51.584759","-0.407273"
"222","HA0 3HF","51.559124","-0.318438"
"223","N22 5LE","51.599071","-0.101648"
"224","UB9 4DF","51.564306","-0.49969"
"225","W5 4QT","51.502699","-0.306626"
"226","W9 2HQ","51.523487","-0.193793"
"227","EN4 0PT","51.660018","-0.135667"
"228","W1K 7TS","51.510964","-0.154181"
"229","N7 6RA","51.561062","-0.116302"
"230","N9 9HL","51.629142","-0.076249"
"231","W12 0TN","51.516811","-0.231314"
"232","E7 8BS","51.546729","0.030781"
"233","SW16 4ER","51.406836","-0.120548"
"234","N19 3NU","51.562541","-0.126124"
"235","SE2 0RB","51.484996","0.105629"
"236","W12 9NS","51.50092","-0.234177"
"237","NW2 3JX","51.553119","-0.21153"
"238","NW10 2UE","51.551802","-0.249358"
"239","N4 2AP","51.565815","-0.10211"
"240","SE18 4AB","51.487754","0.059719"
"241","BR2 9LP","51.393228","0.030487"
"242","DA14 6PA","51.427164","0.096049"
"243","DA16 1SF","51.460828","0.119344"
"244","NW10 8SR","51.541853","-0.255191"
"245","E11 4PG","51.559403","0.007094"
"246","SE20 7AE","51.411861","-0.054868"
"247","N9 7HL","51.62796","-0.055839"
"248","TW8 0DU","51.488005","-0.292364"
"249","IG6 3AD","51.604588","0.095214"
"250","W1W 5DQ","51.52142","-0.140353"
"251","IG3 9RY","51.562944","0.115216"
"252","IG8 8PN","51.599219","0.040111"
"253","E6 3RW","51.525788","0.056462"
"254","E11 1PP","51.57389","0.017603"
"255","SW16 2RW","51.432692","-0.117357"
"256","N13 5JF","51.615133","-0.100617"
"257","CR0 4NX","51.368721","-0.118057"
"258","HA3 9DP","51.587511","-0.301425"
"259","SE9 6SX","51.45856","0.049624"
"260","SE18 2UL","51.480787","0.078431"
"261","E5 8EQ","51.555017","-0.055013"
"262","SE24 0HJ","51.465105","-0.102519"
"263","N4 3QF","51.572539","-0.1131"
"264","RM8 1BP","51.560845","0.145128"
"265","NW1 8AA","51.541253","-0.149726"
"266","EN1 1TW","51.647477","-0.057115"
"267","E4 8SN","51.606838","-0.019857"
"268","SE15 5EW","51.472736","-0.068681"
"269","NW9 9RL","51.591581","-0.28265"
"270","DA8 2AH","51.480168","0.18469"
"271","SE28 8RD","51.50613","0.103087"
"272","SW2 4PB","51.439211","-0.130198"
"273","W4 5LG","51.496197","-0.262986"
"274","Lane E4","51.511623","-0.117567"
"275","N20 0BB","51.629706","-0.157948"
"276","KT3 3NS","51.401297","-0.266439"
"277","N16 5SR","51.566259","-0.073623"
"278","EN5 4BX","51.652733","-0.210141"
"279","RM12 4BZ","51.563581","0.18834"
"280","NW2 6LH","51.566368","-0.22655"
"281","CR5 3BR","51.318874","-0.14969"
"282","E17 6AA","51.591558","-0.039564"
"283","WD3 1JD","51.639274","-0.468474"
"284","SE22 9BD","51.461881","-0.068607"
"285","E10 6QA","51.565377","-0.010506"
"286","HA4 7ES","51.569417","-0.428458"
"287","UB7 7EQ","51.501859","-0.4783"
"288","SE15 1NZ","51.480182","-0.057781"
"289","HA2 6AE","51.587962","-0.359727"
"290","RM6 6AU","51.572955","0.145784"
"291","TW14 8PA","51.450811","-0.439312"
"292","BR5 2QR","51.405798","0.103484"
"293","UB2 5LN","51.49907","-0.407755"
"294","TW19 7LU","51.45777","-0.471303"
"295","SW11 4NP","51.479016","-0.168073"
"296","SM4 6AW","51.395","-0.173946"
"297","SE27 0QP","51.423468","-0.105741"
"298","NW5 1RL","51.558454","-0.149648"
"299","W11 6JG","51.512195","-0.208639"
"300","W10 5AA","51.525593","-0.215045"
"301","SW8 2LF","51.481544","-0.128236"
"302","SW19 1DD","51.415272","-0.181624"
"303","RM1 1AU","51.575953","0.180722"
"304","NW9 6JX","51.583667","-0.244294"
"305","E4 8ST","51.604124","-0.021044"
"306","N4 1UJ","51.577289","-0.095411"
"307","HA0 4TA","51.543593","-0.298951"
"308","TW18 3AP","51.432561","-0.51936"
"309","UB3 3EX","51.516692","-0.405512"
"310","CR0 4XT","51.375802","-0.117724"
"311","SE14 5UQ","51.475529","-0.042398"
"312","SE10 0QJ","51.489655","0.01502"
"313","SM3 9AA","51.372109","-0.225704"
"314","EN1 1TH","51.652721","-0.052857"
"315","SE6 4pu","51.441741","-0.028835"
"316","DA1 4HW","51.449278","0.178869"
"317","HA4 0HG","51.557607","-0.396956"
"318","KT11 1HW","51.336362","-0.421653"
"319","KT16 9AG","51.390963","-0.503872"
"320","WD25 9JS","51.681332","-0.387976"
"321","TW1 3AB","51.448673","-0.324816"
"322","IG4 5EE","51.579482","0.059072"
"323","W2 5EH","51.520063","-0.191002"
"324","W2 3HJ","51.510789","-0.183227"
"325","SW1W 9QB","51.494315","-0.149322"
"326","N1 2TZ","51.540045","-0.102259"
"327","SE1 0AX","51.503468","-0.095292"
"328","W6 9NT","51.484143","-0.220135"
"329","SW15 4LB","51.449547","-0.238995"
"330","SW6 5HY","51.47189","-0.210331"
"331","SW10 0NY","51.480436","-0.182446"
"332","SW18 5JS","51.446361","-0.198046"
"333","SW8 4NE","51.47834","-0.147938"
"334","SW11 3SJ","51.464808","-0.18134"
"335","EC1V 9FR","51.525241","-0.089367"
"336","SW20 8RF","51.411407","-0.226297"
"337","E1 1DT","51.517756","-0.066114"
"338","NW10 0HP","51.560301","-0.253677"
"339","W5 3HJ","51.515723","-0.291356"
"340","SW17 0BW","51.429305","-0.185397"
"341","N7 8JE","51.550369","-0.108984"
"342","N8 8JN","51.582274","-0.12804"
"343","SW12 9DR","51.451417","-0.147416"
"344","SE8 5DG","51.488649","-0.040266"
"345","SE16 ","51.499233","-0.041049"
"346","BR1 4JU","51.418733","0.001112"
"347","SE3 8UQ","51.475387","0.026804"
"348","SE13 6NX","51.455064","-0.015263"
"349","SE9 3AL","51.435614","0.060725"
"350","SE23 1HP","51.44239","-0.04347"
"351","E4 7PU","51.635032","-0.013601"
"352","SE19 1PL","51.424489","-0.083403"
"353","SE19 1UN","51.425127","-0.07568"
"354","IG1 2LW","51.550853","0.074165"
"355","CR0 5AR","51.357202","-0.03327"
"356","EN5 3JG","51.64234","-0.254473"
"357","E3 2TB","51.534339","-0.021376"
"358","W3 0PA","51.525324","-0.281324"
"359","CR0 0LA","51.344106","-0.019788"
"360","CR0 2LG","51.387793","-0.096823"
"361","SE25 4UX","51.39597","-0.068423"
"362","N13 5UN","51.61416","-0.109425"
"363","W7 1DH","51.509474","-0.334519"
"364","EN2 8JF","51.663087","-0.10441"
"365","EN3 5SS","51.667266","-0.042805"
"366","KT3 4QN","51.405393","-0.25704"
"367","TW2 5JD","51.438042","-0.369333"
"368","IG11 7BL","51.536988","0.072064"
"369","IG7 5PP","51.610789","0.081287"
"370","UB6 8QQ","51.534986","-0.346666"
"371","RM5 2AT","51.597837","0.157123"
"372","BR5 1EA","51.386741","0.075316"
"373","CR8 5JE","51.328973","-0.107498"
"374","DA16 3QS","51.463462","0.10039"
"375","UB7 7QP","51.516587","-0.476786"
"376","N10 1QD","51.596444","-0.144329"
"377","CR0 4TJ","51.373395","-0.131975"
"378","KT11 1HU","51.336308","-0.405749"
"379","DA1 1PU","51.429161","0.222911"
"380","DA8 3RF","51.474484","0.177017"
"381","KT10 9TL","51.376638","-0.345911"
"382","NW7 3ET","51.622334","-0.255211"
"383","RM1 4SJ","51.591386","0.179195"
"384","NW7 3HB","51.624869","-0.259362"
"385","KT6 5AT","51.375441","-0.303093"
"386","NW9 0HS","51.596403","-0.263237"
"387","KT13 0RP","51.346876","-0.463049"
"388","IG8 8QH","51.592074","0.04506"
"389","SW7 3RD","51.491986","-0.179221"
"390","N18 2SX","51.610507","-0.066262"
"391","SW1V 3JY","51.485242","-0.13628"
"392","RM4 1XL","51.649192","0.113764"
"393","WD3 5SE","51.657612","-0.500775"
"394","WD3 3ED","51.649685","-0.43693"
"395","TW13 6QN","51.434009","-0.388539"
"396","TW5 0RG","51.488431","-0.371641"
"397","UB10 9NR","51.553777","-0.449898"
"398","KT16 0PJ","51.367094","-0.531312"
"399","HA5 2AF","51.597768","-0.393867"
"400","CR2 9LE","51.331892","-0.075251"
"401","DA15 9NT","51.447978","0.115813"
"402","TW18 4HN","51.436525","-0.502312"
"403","WD24 7RU","51.680977","-0.394888"
"404","SE24 9DG","51.448865","-0.098631"
"405","KT16 0PG","51.363719","-0.533173"
"406","CR5 1EN","51.300138","-0.116675"
"407","EN1 4JR","51.66439","-0.056493"
"408","RM10 7RP","51.558761","0.147944"
"409","RM1 2SL","51.574015","0.196404"
"410","E4 9HH","51.608912","-0.001107"
"411","UB7 9JS","51.498937","-0.468615"
"412","SE9 3AF","51.438185","0.052064"
"413","HA3 9RY","51.584977","-0.283635"
"414","NW2 5HS","51.547413","-0.223018"
"415","N17 7AB","51.599141","-0.076665"
"416","W3 7QS","51.506182","-0.259537"
"417","W3 7RS","51.506992","-0.249318"
"418","W6 0XF","51.497169","-0.244306"
"419","SM6 0DW","51.36188","-0.150988"
"420","IG1 4BS","51.563612","0.082422"
"421","NW2 6ND","51.563782","-0.222654"
"422","NW2 6LD","51.565782","-0.225822"
"423","HA9 0RJ","51.55734","-0.286479"
"424","N7 9QE","51.546558","-0.126997"
"425","NW6 7QE","51.546104","-0.203195"
"426","SE16 7LL","51.495398","-0.046963"
"427","IG11 7BS","51.536309","0.070779"
"428","IG6 1HY","51.584029","0.077639"
"429","NW2 1LW","51.574706","-0.218923"
"430","NW10 0TL","51.553906","-0.255436"
"431","N12 0SH","51.60686","-0.156461"
"432","BR3 4AA","51.396705","-0.04818"
"433","E6 7FB","51.512157","0.077235"
"434","RM6 4HY","51.566546","0.111934"
"435","UB6 8DW","51.5336","-0.31873"
"436","N18 3HF","51.608234","-0.046833"
"437","SE13 7PY","51.46567","-0.010699"
"438","KT3 4PJ","51.402056","-0.23954"
"439","EN3 4DP","51.648017","-0.047364"
"440","CR8 2HA","51.338053","-0.116241"
"441","RM13 9YZ","51.520147","0.190682"
"442","RM11 1PY","51.565635","0.191988"
"443","RM3 0LL","51.593735","0.218449"
"444","SE1 5HG","51.488739","-0.076115"
"445","TW16 7BB","51.418683","-0.421955"
"446","TW7 7JY","51.45905","-0.337435"
"447","TW7 5NZ","51.485896","-0.330135"
"448","TW13 4EX","51.442892","-0.412804"
"449","KT13 0XF","51.344654","-0.475342"
"450","SM1 2NB","51.373011","-0.207005"
"451","TW19 7PZ","51.445639","-0.472701"
"452","TW14 0LT","51.459298","-0.415042"
"453","WD17 2BD","51.65142","-0.387664"
"454","UB4 9SQ","51.524856","-0.385075"
"455","E3 3DA","51.527195","-0.010527"
"456","N21 2SA","51.633206","-0.093836"
"457","CR7 7ND","51.401365","-0.118084"
"458","SE11 6PR","51.490842","-0.111434"
"459","SW8 3LT","51.468506","-0.144161"
"460","N1 0SL","51.536389","-0.116989"
"461","SW15 3DX","51.440097","-0.245114"
"462","EC1V 1JQ","51.529772","-0.094815"
"463","SE1 7TN","51.504793","-0.085454"
"464","E1W 2BU","51.509133","-0.061248"
"465","E1 6HU","51.524663","-0.077643"
"466","NW10 5ND","51.532226","-0.238604"
"467","SW14 7ED","51.464042","-0.277696"
"468","NW11 6AH","51.588731","-0.199276"
"469","SW17 0NP","51.433233","-0.184665"
"470","E3 4LN","51.526675","-0.026077"
"471","E3 4PE","51.526629","-0.036184"
"472","E8 3SG","51.538542","-0.056581"
"473","E15 1LN","51.55139","0.005558"
"474","SE22 8EN","51.461774","-0.076299"
"475","SE6 1AA","51.445315","-0.006202"
"476","W10 6AH","51.520756","-0.228726"
"477","E14 0EJ","51.510519","-0.010097"
"478","CR0 4RE","51.363829","-0.11866"
"479","SE27 9AF","51.435253","-0.10439"
"480","N9 7ET","51.634456","-0.053322"
"481","NW9 8SL","51.574227","-0.261961"
"482","EN2 6EU","51.646169","-0.080948"
"483","EN2 0QN","51.660063","-0.087591"
"484","TW8 9BS","51.491065","-0.303082"
"485","UB6 0EJ","51.551879","-0.339433"
"486","RM8 1AJ","51.563923","0.145965"
"487","RM8 2UU","51.558435","0.124355"
"488","RM11 1XA","51.566908","0.219019"
"489","E17 8BQ","51.575355","-0.029986"
"490","BR6 0JG","51.381534","0.105058"
"491","KT2 5QU","51.43078","-0.307388"
"492","N8 8SE","51.582622","-0.11886"
"493","HA8 9RZ","51.61725","-0.261025"
"494","DA4 0DX","51.382575","0.219647"
"495","E4 7RS","51.641988","-0.009105"
"496","N9 0EU","51.622549","-0.048934"
"497","NW4 3AQ","51.58462","-0.229938"
"498","SW16 3BS","51.419545","-0.126858"
"499","UB3 5AY","51.481399","-0.446506"
"500","IG11 0TT","51.531221","0.125481"
"501","E17 4JD","51.591118","-0.008111"
"502","SW3 3DW","51.49236","-0.167437"
"503","UB9 4DN","51.554239","-0.488799"
"504","WD3 2BQ","51.650815","-0.485704"
"505","BR6 7ET","51.358475","0.084481"
"506","DA7 5AQ","51.466639","0.144939"
"507","IG9 5UA","51.633315","0.031019"
"508","TW5 9AN","51.474993","-0.392207"
"509","UB4 8JE","51.525403","-0.432669"
"510","UB7 7ND","51.506261","-0.469695"
"511","E4 8PU","51.611792","-0.031009"
"512","IG4 5AN","51.576303","0.048004"
"513","SW9 0HY","51.478739","-0.11539"
"514","SE1 5JX","51.486081","-0.066461"
"515","NW1 5AR","51.522055","-0.159499"
"516","E1 5BW","51.522486","-0.063939"
"517","SW19 2QD","51.411962","-0.177541"
"518","SW19 6NL","51.444455","-0.207446"
"519","NW10 5JU","51.529377","-0.220851"
"520","N6 4BE","51.573048","-0.150124"
"521","SW12 8ST","51.450738","-0.155086"
"522","SE5 8UH","51.474294","-0.079775"
"523","TW9 1XE","51.462049","-0.288985"
"524","KT2 6PQ","51.413559","-0.288193"
"525","E12 6TL","51.546276","0.048602"
"526","E12 5JT","51.554381","0.057664"
"527","SE9 2TD","51.444099","0.063007"
"528","SE6 1TP","51.434001","0.009088"
"529","SE26 ","51.42832","-0.055577"
"530","SE25 6RQ","51.398511","-0.088989"
"531","IG8 9DH","51.600727","0.014258"
"532","N11 2QH","51.606292","-0.122893"
"533","BR3 3PR","51.405766","-0.03343"
"534","BR4 0LU","51.376818","-0.021135"
"535","EN1 4SB","51.680272","-0.049491"
"536","EN2 0BU","51.664005","-0.080093"
"537","TW7 7ES","51.463515","-0.332104"
"538","EN4 8RN","51.649811","-0.171054"
"539","IG8 7JD","51.606863","0.042172"
"540","IG9 5HP","51.624791","0.030971"
"541","RM10 9LU","51.528153","0.157532"
"542","RM10 7XY","51.541188","0.158766"
"543","N17 7LY","51.606554","-0.091169"
"544","SW19 8JZ","51.426967","-0.191214"
"545","E18 2QD","51.599706","0.013477"
"546","KT6 5PP","51.392396","-0.311507"
"547","HA3 5EA","51.600423","-0.338442"
"548","SE1 5LU","51.489731","-0.079011"
"549","HA1 4EU","51.581103","-0.349568"
"550","BR2 7EQ","51.377274","0.011202"
"551","DA8 1LB","51.472635","0.15687"
"552","UB3 3HQ","51.513641","-0.410663"
"553","KT13 9DJ","51.371285","-0.45035"
"554","KT12 3PW","51.386278","-0.386551"
"555","N17 0YH","51.603572","-0.053618"
"556","UB8 3QH","51.522801","-0.456903"
"557","SM1 2SS","51.361418","-0.197504"
"558","CR2 6AJ","51.351529","-0.099274"
"559","TW18 2LR","51.420734","-0.507862"
"560","WD25 8HH","51.661838","-0.357567"
"561","DA1 5BL","51.45561","0.207182"
"562","HA4 6QQ","51.555241","-0.405521"
"563","UB10 8LF","51.566432","-0.442686"
"564","UB7 0EA","51.482028","-0.480833"
"565","HA2 6NB","51.603292","-0.359623"
"566","E17 7AS","51.583068","-0.036812"
"567","RM3 8SJ","51.596785","0.215046"
"568","N10 1LJ","51.598414","-0.146595"
"569","HA2 0EG","51.567669","-0.352147"
"570","W12 7RH","51.512232","-0.224632"
"571","SE1 2NE","51.502492","-0.073576"
"572","WC2H 7PR","51.512264","-0.129485"
"573","NW8 8BG","51.522368","-0.170312"
"574","W1G 9HF","51.517916","-0.145613"
"575","SW1X 8EA","51.50003","-0.157058"
"576","W1U 4EY","51.519919","-0.152911"
"577","W1G 0PN","51.516177","-0.145986"
"578","W1K 7AN","51.509409","-0.156435"
"579","SW1V 4JQ","51.49027","-0.147714"
"580","W2 4QJ","51.511443","-0.187726"
"581","W1S 3AF","51.510632","-0.140519"
"582","W1F 7NQ","51.514209","-0.137"
"583","NW8 6AA","51.534154","-0.17242"
"584","SW1A 2TS","51.507309","-0.129457"
"585","SW1P 3RX","51.497528","-0.127409"
"586"," W1F 0LA ","51.512136","-0.134995"
"587"," WC2B 5NT ","51.515564","-0.122158"
"588"," WC1A 1JP","51.517899","-0.124439"
"589"," W1K 3QQ","51.511036","-0.146166"
"590"," W1J 7AF","51.505965","-0.146775"
"591"," WC1H 0ND","51.523415","-0.126145"
"592"," W1K 2HP","51.510718","-0.151079"
"593"," W1G 0BB","51.515673","-0.148831"
"594"," EC1N 8XA","51.520967","-0.107506"
"595"," W1W 5EE","51.522681","-0.142738"
"596"," EC1R 0BD","51.523984","-0.108347"
"597"," EC1A 4HY","51.51962","-0.097645"
"598"," EC4R 3TB","51.510181","-0.092865"
"599"," SW1X 7RN","51.501758","-0.158847"
"600"," W1H 7LB","51.514706","-0.159911"
"601"," SW1W 9QL","51.492177","-0.150014"
"602"," SW1X 9SA","51.497709","-0.157555"
"603"," SW1X 0HH","51.499847","-0.160826"
"604"," NW1 5AR","51.522055","-0.159499"
"605"," W2 2HN","51.516658","-0.165698"
"606"," EC2A 1AD","51.521146","-0.087506"
"607"," NW1 6XZ","51.525998","-0.162612"
"608"," W8 4PT","51.502933","-0.188107"
"609"," W12 8PZ","51.509528","-0.229236"
"610"," SW18 4BZ","51.46141","-0.188513"
"611"," SW18 4AU","51.453269","-0.192852"
"612"," E14 9GL","51.495206","-0.015738"
"613"," WC2N 4HX","51.510506","-0.126372"
